Document ID,Complex,Simple
14,Vervolgens is in 2007 een definitief ontwerp voor het park gemaakt en bestuurlijk vastgesteld.,Vervolgens maakten we in 2007 een definitief ontwerp voor het park dat het bestuur vaststelde.
14,"Ook is in 2007 het bestemmingsplan ‘de Nieuwe Bijlmer’ vastgesteld, waar zowel het park als de woningbouw onderdeel van zijn.",Ook stelde het bestuur in 2007 het bestemmingsplan ‘de Nieuwe Bijlmer’ vast. Daar zijn zowel het park als de woningbouw onderdeel van.
14,Hiermee zijn de uitgangspunten van het SPvE ook juridisch planologisch mogelijk gemaakt.,Hiermee hebben we de uitgangspunten van het SPvE ook juridisch planologisch mogelijk gemaakt.
14,Het herontwikkelde Nelson Mandelapark is medio 2011 opgeleverd en in gebruik genomen.,Het aangepaste Nelson Mandelapark is in 2011 opgeleverd en in gebruik genomen.
14,Nadien is de ontwikkeling van de woningen aan de randen van het park vanwege de economische situatie in Nederland uitgesteld tot na 2015.,Daarna is de ontwikkeling van de woningen aan de randen van het park uitgesteld tot na 2015. Dit vanwege de economische situatie in Nederland.
14,Met de toegenomen druk op de Amsterdamse woningmarkt is in 2017 besloten de planvorming opnieuw op te pakken.,Met de toegenomen druk op de Amsterdamse woningmarkt besloten we in 2017 de planvorming opnieuw op te pakken.
14,De woningbouwlocatie aan de oostflank van het Nelson Mandelapark is in de door de gemeenteraad vastgestelde ‘Koers 2025’ benoemd als een van de 12 meest kansrijke locaties om tot een versnelde woningbouwproductie te komen.,Daarin benoemde de raad de woningbouwlocatie aan de oostkant van het Nelson Mandelapark als een van de 12 kansrijkste locaties voor versnelde woningbouwproductie.
14,"Om de ontwikkeling van de woningbouw aan te laten sluiten bij de marktwensen, veranderende omgeving en nieuw beleid is het SPvE grondig geactualiseerd resulterend in een nieuw stedenbouwkundig plan.","We hebben het SPvE grondig bijgewerkt om de ontwikkeling van de woningbouw aan te laten sluiten bij de marktwensen, veranderende omgeving en nieuw beleid."
14,"Dit stedenbouwkundig plan moet, met bijbehorende grondexploitatie, moet leiden tot een nieuw investeringsbesluit voor de Nelson Mandelabuurt.",Dit stedenbouwkundig plan moet samen met de bijbehorende grondexploitatie een nieuw investeringsbesluit opleveren voor de Nelson Mandelabuurt.
14,Na 3 jaar voorbereiding en uitgebreide participatie lagen er medio 2020 plannen voor een kwaliteitsverbetering van het park en de woningbouw.,Na 3 jaar voorbereiding en uitgebreide participatie lagen er in 2020 plannen voor een kwaliteitsverbetering van het park en de woningbouw.
14,Een belangrijke wijziging ten aanzien van de woningbouw is dat alleen de oostflank ontwikkeld wordt.,Een belangrijke wijziging bij de woningbouw is dat we alleen de oostkant ontwikkelen.
14,"Naarmate de plannen verder vorm kregen, ontstond er twijfel of de woningbouw en het Kwakoe/u festival – dat sinds 1983 in het park plaatsvindt – en alle (sport)voorzieningen die ook een plek in het park hebben naast elkaar kunnen bestaan.","Naarmate de plannen verder vorm kregen, ontstond er twijfel of de woningbouw, het Kwaku Zomerfestival en alle (sport)voorzieningen in het park naast elkaar kunnen bestaan."
14,Daartoe heeft het DB opdracht gegeven om een gebruiksvisie voor het Nelson Mandelapark op te stellen.,Daarom gaf het DB opdracht om een gebruiksvisie voor het Nelson Mandelapark op te stellen.
14,Dit in samenhang te bezien met de resterende parken in Zuidoost: hoofdlijnen worden door het dagelijks bestuur van het stadsdeel ingebracht in de lopende actualisering van de Hoofd Groen Structuur;,Het dagelijks bestuur van het stadsdeel brengt de hoofdlijnen in bij de lopende bijwerking van de Hoofd Groen Structuur.
14,"De gemeentelijke kaders en bestaande omgeving waarin de ontwikkeling plaatsvindt, maken dit tot een uitzonderlijke opgave.","De gemeentelijke kaders en bestaande omgeving waarin de ontwikkeling plaatsvindt, maken dit een bijzondere opgave."
14,"In deze paragraaf worden het geldende beleid, de bestaande sociale situatie en de cultuurhistorie omschreven.","In deze paragraaf beschrijven we het geldende beleid, de bestaande sociale situatie en de cultuurhistorie."
14,In de Bijlmer zijn mogelijkheden voor verdichting.,"In de Bijlmer zijn mogelijkheden voor meer bouw, dichter bij elkaar."
14,Langs diverse dreven is ruimte voor nieuwe woningen.,Langs verschillende dreven is ruimte voor nieuwe woningen.
14,"De fiets- en autoverkeersstructuren zijn in deze wijken nu nog van elkaar gescheiden: auto’s rijden over de dreven, fietsers over vrij liggende fietspaden die de dreven meestal ongelijkvloers kruisen.","De fiets- en autoverkeersstructuren zijn in deze wijken nu nog van elkaar gescheiden. Auto’s rijden over de dreven, fietsers over vrij liggende fietspaden die de dreven meestal ongelijkvloers kruisen."
14,"Er zijn ook plekken waar fietsers, OV en auto’s nu al samenkomen en waar die kwaliteit uitgebouwd kan worden.","Er zijn ook plekken waar fietsers, OV en auto’s nu al samenkomen en waar we die kwaliteit kunnen uitbouwen."
14,Daar kan verdere verdichting met voorzieningen en werkfuncties (en wonen) plaatsvinden.,Daar kan verdere verdichting met voorzieningen en werkfuncties (en wonen) komen.
14,De ambitie is geformuleerd om tot 2025 de bouw van 50.000 woningen binnen de stadsgrenzen mogelijk te maken.,We hebben het doel vastgesteld om tot 2025 de bouw van 50.000 woningen binnen de stadsgrenzen mogelijk te maken.
14,"Op welke plekken dit kan gebeuren staat in Koers 2025, een integrale en stadsbrede inventarisatie van woningbouwlocaties.",Op welke plekken dit kan gebeuren staat in Koers 2025. Dat is een integrale en stadsbrede inventarisatie van woningbouwlocaties.
14,Het gaat daarbij om nieuwbouwprojecten en transformatie van leegstaand en leegkomend vastgoed.,Het gaat daarbij om nieuwbouwprojecten en aanpassing van leegstaand en leegkomend vastgoed.
14,"Het plangebied voor woningbouw naast het Nelson Mandelapark is niet aangemerkt als nieuw project, maar behoort tot de lopende gebiedsontwikkelingen, net als de buurten in Zuidoost die voortkomen uit de stedelijke vernieuwing.","Het plangebied voor woningbouw naast het Nelson Mandelapark is geen nieuw project. Het behoort tot de lopende gebiedsontwikkelingen, net als de buurten in Zuidoost die voortkomen uit de stedelijke vernieuwing."
14,De gemeente Amsterdam zet vol in om meer betaalbare woningen voor lage- en middeninkomens te realiseren.,Wij werken er hard aan om meer betaalbare woningen voor lage inkomens en middeninkomens te laten bouwen.
14,"Daarom is voor nieuwe woningbouwprojecten de regel 40-40-20 vastgesteld: 40% sociaal, 40% middensegment en 20% duur.","Daarom bestaat voor nieuwe woningbouwprojecten de regel 40-40-20: 40% sociaal, 40% middensegment en 20% duur."
14,"Deze verdeling is in deze investeringsnota ook aangehouden, waarbij ook een aantal sociale- en middeldure huurwoningen worden gereserveerd om door een wooncoöperatie te worden ontwikkeld.",Deze verdeling hielden we in deze investeringsnota ook aan. Daarbij reserveren we ook een aantal sociale- en middeldure huurwoningen om door een wooncoöperatie te laten ontwikkelen.
14,De sterke groei van het fietsverkeer en het toenemende scootergebruik hebben geleid tot grote aantallen geparkeerde fietsen en scooters in de openbare ruimte.,De sterke groei van het fietsverkeer en het toenemende scootergebruik geven veel geparkeerde fietsen en scooters in de openbare ruimte.
14,De ontwikkeling moet voldoen aan de Nota Parkeernormen Fiets en Scooter (2018).,De ontwikkeling van de Nelson Mandelabuurt moet voldoen aan de Nota Parkeernormen Fiets en Scooter (2018).
14,Het parkeren voor bewoners dient op eigen terrein te worden gerealiseerd.,Parkeren voor bewoners moet op eigen terrein worden geregeld.
14,Hiermee wordt voorkomen dat de parkeerbehoefte in de openbare ruimte wordt opgelost.,Hiermee voorkomen we dat mensen in de openbare ruimte parkeren.
14,Voor fietsen is dit afhankelijk van de woningoppervlakte.,Voor fietsen hangt dit af van de woningoppervlakte.
14,De fietsenstalling wordt bij voorkeur gerealiseerd bij de entree van het woonblok.,De fietsenstalling moet bij voorkeur bij de entree van het woonblok komen.
14,"In de openbare ruimte moet voor bezoekers worden voorzien in 0,5 fietsparkeerplaats per woning, daarbij is dubbel gebruik mogelijk.","In de openbare ruimte moeten er voor bezoekers 0,5 fietsparkeerplaats per woning komen. Dubbel gebruik is daarbij mogelijk."
14,"Om lang parkeren te voorkomen, worden bij voorkeur geen nietjes en rekken met aanbindmogelijkheid geplaatst.",Om lang parkeren te voorkomen plaatsen we bij voorkeur geen nietjes en rekken met aanbindmogelijkheid.
14,In de nota zijn parkeernormen voor nieuwbouw en transformatieprojecten benoemd.,In de Nota Parkeernormen Auto (2017) staan parkeernormen voor nieuwbouw en transformatieprojecten.
14,"Belangrijkste uitgangspunt is dat bij nieuwbouw, bewoners en werknemers geen parkeervergunning krijgen.",Belangrijkste uitgangspunt is dat bij nieuwbouw de bewoners en werknemers geen parkeervergunning krijgen.
14,De nota zorgt voor eenduidige parkeernormen in de hele stad.,De nota zorgt voor gelijke parkeernormen in de hele stad.
14,"In de nota is Amsterdam verdeeld in drie gebiedstypen (A-locaties, B-locaties en C-locaties).","Volgens de nota kent Amsterdam 3 gebiedstypen: A-locaties, B-locaties en C-locaties."
14,"Het plangebied naast het Nelson Mandelapark bevindt zich, vanwege de bereikbaarheid met het openbaar vervoer en de afstand tot een intercitystation, op een B-locatie.",Het plangebied naast het Nelson Mandelapark is een B-locatie.
14,Ontwikkelaars dienen het minimumaantal parkeerplekken op eigen terrein te realiseren.,Ontwikkelaars moeten het minimum aantal parkeerplekken op eigen terrein maken.
14,"De parkeernorm voor parkeren door bezoekers is gelijk bij alle woningtypen (sociaal, middensegment en vrije sector) en bedraagt 0,1 parkeerplek per woning.","De parkeernorm voor parkeren door bezoekers is 0,1 parkeerplek per woning voor alle woningtypen (sociaal, middensegment en vrije sector)."
14,Op 8 juni 2017 heeft de gemeenteraad de Visie Openbare Ruimte 2025 vastgesteld.,In 2017 stelde de gemeenteraad de Visie Openbare Ruimte 2025 vast.
14,Amsterdam heeft voor de inrichting van de openbare ruimte vijf ambities geformuleerd:,Amsterdam heeft voor de inrichting van de openbare ruimte 5 doelen vastgesteld:
14,De vijf ambities zijn op hun beurt uitgewerkt in een aantal ontwerpprincipes.,De 5 doelen werkten we op hun beurt uit in een aantal ontwerpprincipes.
14,Voor zover van toepassing op het plangebied naast het Nelson Mandelapark hebben de volgende principes een belangrijke rol gespeeld in het schetsontwerp van het Stedenbouwkundig Plan:,Voor zover ze gelden voor het plangebied naast het Nelson Mandelapark waren de volgende principes belangrijk bij het schetsontwerp van het Stedenbouwkundig Plan:
14,"Verblijfsfuncties, voetgangers en fietsers krijgen prioriteit in het verdelen van de schaarse ruimte;","Verblijfsfuncties, voetgangers en fietsers krijgen voorrang in het verdelen van de schaarse ruimte."
14,De inrichting van de openbare ruimte nodigt uit tot bewegen;,De inrichting van de openbare ruimte nodigt uit om te bewegen.
14,In en rondom de nieuwe buurt is stedelijke openbare ruimte toegevoegd of geactiveerd;,In en rondom de nieuwe buurt hebben we stedelijke openbare ruimte toegevoegd of geschikt gemaakt.
14,We geven duidelijker sturing aan de groei door te kiezen voor reuring of rust;,We geven duidelijker sturing aan de groei door te kiezen voor drukte of rust.
14,Stadsparken en buurtgroen zijn ingericht voor divers en intensief gebruik;,Stadsparken en buurtgroen richten we in voor verschillend en intensief gebruik.
14,Keuzes bij inrichting en beheer van de openbare ruimte zijn duurzaam en groen;,Onze keuzes bij inrichten en beheren van de openbare ruimte zijn duurzaam en groen.
14,De openbare ruimte is klimaatbestendig ingericht;,De openbare ruimte richten we klimaatbestendig in.
14,In het ontwerp van de openbare ruimte zijn ondergrondse zaken tijdig meegewogen.,In het ontwerp van de openbare ruimte zijn ondergrondse zaken op tijd meegewogen.
14,"Bij de inrichting van het stedelijk gebied moet rekening gehouden worden met een toename van de extremen, zowel in de zin van wateroverlast als in de zin van watertekort.","Bij de inrichting van het stedelijk gebied moeten we rekening houden met meer extremen in neerslag, zowel wateroverlast als watertekort."
14,"Met het programma Amsterdam Rainproof kiest de stad (de gemeentelijke diensten, stadsdelen, corporaties, bedrijven, ondernemers en bewoners) voor één gezamenlijke aanpak.","Met het programma Amsterdam Rainproof kiezen de gemeentelijke diensten, stadsdelen, corporaties, bedrijven, ondernemers en bewoners voor 1 gezamenlijke aanpak."
14,De Hemelwateringverordening vraagt om hemelwaterberging van minimaal 60 liter/m2 bebouwde kavel te realiseren.,De Hemelwateringverordening geeft aan om hemelwaterberging van minimaal 60 liter/m2 bebouwde kavel te regelen.
14,Tevens wordt rekening gehouden met de komst van het ‘Omgevingsprogramma riolering’ met ingang van 1 juli 2022: dan gaat de norm voor berging van 60 naar 70 mm (afvoer met 1l per uur).,Verder moeten we rekening houden met de komst van het ‘Omgevingsprogramma riolering’ vanaf 1 juli 2022.
14,Recent is voor de MRA het convenant greendeal houtbouw 2021-2025 vastgesteld.,Recent is voor de Metropoolregio Amsterdam (MRA) het convenant greendeal houtbouw 2021-2025 vastgesteld.
14,Het streven is om vanaf 2025 jaarlijks minimaal 20% van de gehele woningproductie in de MRA in houtbouw uit te laten voeren.,We willen vanaf 2025 jaarlijks minimaal 20 procent van de hele woningproductie in de MRA in houtbouw uit laten voeren.
14,"Partijen – de gemeenten in de Metropoolregio Amsterdam, de provincies Noord-Holland en Flevoland, de rijksoverheid, ontwikkelaars, institutionele beleggers, woningcorporaties en bouwers, alsmede kennisinstellingen en andere betrokken partijen – verklaren als gezamenlijk doel om de schaalsprong in houtbouw in dit gebied te bevorderen zoals aangegeven in dit convenant.",Zij verklaren als gezamenlijk doel om houtbouw in dit gebied fors te vergroten zoals aangegeven in dit convenant.
14,"Nog steeds hebben teveel bewoners problemen op het gebied van wonen, gezondheid of inkomen.","Nog steeds hebben teveel bewoners problemen rond wonen, gezondheid of inkomen."
14,Daarvoor is een aanpak nodig die vele jaren vergt.,Daarvoor is een aanpak van vele jaren nodig.
14,"Die aanpak moet gaan leiden tot een structurele verbetering voor de bewoners in het algemeen en voor jonge, opgroeiende bewoners van Zuidoost in het bijzonder.","Die aanpak moet gaan leiden tot een blijvende verbetering voor de bewoners in het algemeen en voor jonge, opgroeiende bewoners van Zuidoost in het bijzonder."
14,Daarom is het Masterplan Zuidoost opgesteld.,Daarom hebben we het Masterplan Zuidoost opgesteld.
14,"Het Masterplan wil voor de kinderen die nu in Zuidoost worden geboren zorgen dat er in 2040 een prachtig en kansrijk stadsdeel voor ze klaarligt, waar ze al hun talenten verder kunnen ontwikkelen en dezelfde kansen krijgen als kinderen in de rest van Amsterdam.",Het Masterplan wil voor de kinderen die nu in Zuidoost worden geboren zorgen dat er in 2040 een prachtig en kansrijk stadsdeel voor ze klaarligt. Een stadsdeel waar ze al hun talenten verder kunnen ontwikkelen en dezelfde kansen krijgen als kinderen in de rest van Amsterdam.
14,"Om deze complexe problematiek het hoofd te bieden is een integrale aanpak nodig met interventies op verschillende niveaus, in verschillende domeinen in de levenssfeer van inwoners.","Een aanpak met ingrepen op verschillende niveaus, in verschillende domeinen in de levenssfeer van inwoners."
14,Daarbij is nodig dat er vanuit de verschillende onderwerpen effectiever wordt samengewerkt.,Daarbij is nodig dat we vanuit de verschillende onderwerpen doeltreffender samenwerken.
14,Met het plan voor de openbare ruimte wordt rekening gehouden met de benodigde ruimte in de ondergrond voor de distributiestroken voor de nieuwbouw.,Met het plan voor de openbare ruimte houden we rekening met de benodigde ruimte in de ondergrond voor de distributiestroken voor de nieuwbouw.
14,"Voor de coördinatie is de planontwikkeling aangemeld bij het Planvormingsoverleg K&L, zodat alle partijen geïnformeerd zijn.","Voor de coördinatie hebben we de planontwikkeling aangemeld bij het Planvormingsoverleg K&L, zodat alle partijen geïnformeerd zijn."
14,Voor de uitvoering zullen per fase wenstracéprocedures worden doorlopen.,Voor de uitvoering zullen we per fase wenstracéprocedures doorlopen.
14,De plaatsing van nieuwe bomen in het plan voor de openbare ruimte wordt gebruikt om het windklimaat op locaties te verbeteren.,We gebruiken het plaatsen van nieuwe bomen in het plan voor de openbare ruimte om het windklimaat en geluidsklimaat op locaties te verbeteren.
14,Daarnaast worden nieuwe bomen gebruikt om de kwaliteit en de structuur van de openbare ruimte te verbeteren.,Daarnaast gebruiken we nieuwe bomen om de kwaliteit en de structuur van de openbare ruimte te verbeteren.
14,Leerlingen van de basisscholen aan het park en de Kindercommissie Zuidoost,Met de (leerlingen van de) basisscholen langs het park was er een ontwerpmiddag over wat het park voor hen betekent en hoe zij dat nu en in de toekomst gebruiken.
14,De organisatie van het Kwaku Summer Festival,In een apart traject werkten we met de organisatie van het Kwaku Summer festival aan voorstellen voor de inpassing van Kwaku naast de toekomstige woningbouw.
14,We hebben van veel mensen gehoord dat zij dit te veel vinden.,Bewoners vinden het aantal van 1000 woningen te veel.
14,Op basis van de inbreng is ambtelijk gestudeerd op een planuitwerking met minder woningen.,Vanuit de inbreng werkten we naar een planuitwerking met minder woningen.
14,En hoe dit kan resulteren in een goed functionerende woonwijk aan de rand van het park.,En hoe dit een goed functionerende woonwijk aan de rand van het park kan opleveren.
14,Voor de verdere planuitwerking zijn we uitgegaan van maximaal 700 woningen.,Voor de verdere planuitwerking gingen we uit van maximaal 700 woningen.
14,De gemiddelde bouwhoogte is teruggebracht naar 5 woonlagen.,De gemiddelde bouwhoogte ging terug naar 5 woonlagen.
14,We zetten in op betaalbare woningbouw en voorrang voor buurtbewoners.,We werken aan betaalbare woningbouw en voorrang voor buurtbewoners.
14,Daarnaast zijn sociale en maatschappelijke functies aan het plan toegevoegd.,Daarnaast voegden we sociale en maatschappelijke functies aan het plan toe.
14,De tweede groep (groter belang) bestaat uit:,De eerste groep (algemeen belang) bestaat uit:
14,"Daarnaast worden met diverse (interne) gemeentelijke partijen, zoals de afdeling Beheer/Stadswerken, V&OR en ook het stadsdeelbestuur, aparte overleggen georganiseerd om het plan op een goede manier uit te werken.",Daarnaast organiseren we aparte overleggen om het plan op een goede manier uit te werken.
14,Al die wensen en zorgen gebruikten we om de nieuwste versie van het plan te maken.,Die gebruikten we om weer een nieuwere versie van het plan te maken.
14,Nieuwste versie plan Nelson Mandelapark,Al die wensen en zorgen gebruikten we om de nieuwste versie van het plan te maken.
14,Er zijn ook bewoners die helemaal geen woningen aan de oostrand van het park willen.,In de eerste versie van het plan stonden 1000 woningen aan de oostrand van het park.
14,Plan december 2019 met 700 woningen,Plan mei 2019 met 1000 woningen
14,De oostrand van het Nelson Mandelapark is één van de plekken waar dat nog wel kan. We kiezen er daarom voor om hier wel woningen te bouwen.,De oostrand van het Nelson Mandelapark is een van de plekken waar dat nog wel kan. We kiezen er daarom voor om hier wel woningen te bouwen.
14,"Aan de kant van de Gooiseweg worden de gebouwen in plaats van 8, maximaal 6 of 7 verdiepingen.",Aan de kant van de Gooiseweg worden de gebouwen maximaal 6 of 7 verdiepingen hoog in plaats van 8.
14,"We gaan uit van 40% sociale huurwoningen, 40% middeldure huurwoningen en 20% dure huur- of koopwoningen.","We gaan uit van 40 procent sociale huurwoningen, 40 procent middeldure huurwoningen en 20 procent dure huur- of koopwoningen."
14,Sommige mensen vragen of het mogelijk is om bewoners uit Zuidoost voorrang te geven voor de woningen.,Sommige mensen vragen of bewoners uit Zuidoost voorrang kunnen krijgen voor de woningen.
14,We onderzoeken nu op welke manier de festivals straks nog in het park kunnen plaatsvinden.,We onderzoeken nu hoe de festivals straks nog in het park kunnen plaatsvinden.
14,We doen ook een voorstel om meer speelplekken aan het park toe te voegen.,We doen ook een voorstel voor meer speelplekken in het park.
14,Het vigerende bestemmingsplan voor de woningbouw naast het Nelson Mandelapark is het bestemmingsplan De Nieuwe Bijlmer.,Het huidige bestemmingsplan voor de woningbouw naast het Nelson Mandelapark is het bestemmingsplan De Nieuwe Bijlmer.
14,In dit bestemmingsplan heeft het plangebied voor de woningbouw de bestemmingen ‘Woningen (Wx)’ en ‘Verblijfsgebied (Va2)’ gekregen.,In dit bestemmingsplan kreeg het plangebied voor de woningbouw de bestemmingen ‘Woningen (Wx)’ en ‘Verblijfsgebied (Va2)’.
14,Binnen deze bestemmingen zijn binnen de bouwvlakken woningen toegestaan en daarnaast woonerven en buurtwegen.,Daarmee zijn binnen de bouwvlakken woningen toegestaan en daarnaast woonerven en buurtwegen.
14,De bouwvlakken in het vigerende bestemmingsplan komen echter niet overeen met de bouwvlakken van het huidige stedenbouwkundige plan.,De bouwvlakken in het bestemmingsplan zijn echter niet precies de bouwvlakken van het huidige stedenbouwkundige plan.
14,"Gezien de introductie van de Omgevingswet in 2022 is het in 2022 en 2023 een risico om te ontwikkelen met een omgevingsplan, de software waarmee dit moet gebeuren is nog niet klaar.",Daarom is het in 2022 en 2023 een risico om te ontwikkelen met een omgevingsplan. De software waarmee dit moet gebeuren is nog niet klaar.
14,De onderstaande aandachtspunten zullen worden getoetst bij het opstellen van een omgevingsplan of de aanvraag omgevingsvergunning(en) voor het afwijken van het bestemmingsplan en dienen onderdeel te zijn van de ruimtelijke onderbouwing:,De onderstaande aandachtspunten toetsen we bij het opstellen van een omgevingsplan. Of anders bij de aanvraag omgevingsvergunning(en) voor het afwijken van het bestemmingsplan. Ze moeten onderdeel zijn van de ruimtelijke onderbouwing:
14,MER‐beoordelingsplicht: bij een stedelijk ontwikkelingsproject met minder dan 2000 woningen dient beoordeeld/gemotiveerd te worden of er aanleiding is voor het doen van een mer-beoordeling (categorie D11.2 Besluit mer).,MER‐beoordelingsplicht: bij een stedelijk ontwikkelingsproject met minder dan 2000 woningen moeten we beoordelen of motiveren of er aanleiding is voor het doen van een MER-beoordeling (categorie D11.2 Besluit MER).
14,Geluid: Akoestisch onderzoek naar aanleiding van Wet geluidhinder en Amsterdams,Geluid: Akoestisch onderzoek vanwege de Wet geluidhinder en Amsterdams
14,Geluidsregelgeving verandert onder de Ow.,Geluidsregelgeving verandert onder de Omgevingswet.
14,Verkeer en parkeren: Er dienen parkeerplaatsen aangelegd te worden/een kloppende parkeerbalans opgesteld te worden.,Verkeer en parkeren: Er moeten parkeerplaatsen komen. Of we moeten een kloppende parkeerbalans opstellen.
14,Overleg met V&OR.,Dit moet in overleg met V&OR.
14,Water: Bij nieuwe ontwikkelingen dient middels een geohydrologisch onderzoek aangetoond te worden dat wordt voldaan aan de grondwaternorm en dat in de omliggende wijken de grondwaterstand niet verslechtert.,Water: Bij nieuwe ontwikkelingen moeten we via een geohydrologisch onderzoek aantonen dat we voldoen aan de grondwaternorm. En dat in de omliggende wijken de grondwaterstand niet verslechtert.
14,"De grondwaternorm voor nieuw te realiseren bouwlocaties is vastgesteld in het ‘Plan gemeentelijke watertaken’ en luidt: ‘Daar waar zonder kruipruimte gebouwd wordt mag de grondwaterstand niet vaker dan gemiddeld eens per twee jaar, niet langer dan vijf dagen achtereen minder dan 0,5 meter onder het maaiveld staan’.","Daar staat: ‘Daar waar zonder kruipruimte gebouwd wordt mag de grondwaterstand niet vaker dan gemiddeld eens per twee jaar, niet langer dan vijf dagen achtereen minder dan 0,5 meter onder het maaiveld staan’."
14,"Waar met kruipruimtes wordt gebouwd geldt een norm van 0,9 meter.","Waar bij de bouw kruipruimtes komen, geldt een norm van 0,9 meter."
14,Daarnaast is er voor kelders en WKO een watervergunning noodzakelijk die Waternet afgeeft.,Daarnaast is er voor kelders en WKO een watervergunning nodig via Waternet.
14,Flora en Fauna: Vanwege de stedenbouwkundige ontwikkelingen is een quickscan flora en fauna van het plangebied noodzakelijk.,Flora en Fauna: Vanwege de stedenbouwkundige ontwikkelingen is er een quickscan flora en fauna van het plangebied nodig.
14,Daarnaast dient een Aerius berekening uitgevoerd te worden in verband met de stikstofdepositie op nabij gelegen Natura 2000-gebieden.,Daarnaast moeten we een Aerius-berekening (laten) uitvoeren vanwege de stikstofneerslag op dichtbij gelegen Natura 2000-gebieden.
14,Bodem: Voor de ontwikkellocatie zal bij de ontwikkeling een verkennend bodemonderzoek moeten worden verricht.,Bodem: Voor de ontwikkellocatie moeten we bij de ontwikkeling een verkennend bodemonderzoek (laten) uitvoeren.
14,Kabels en Leidingen: Vanwege de aanpassingen in de infrastructuur en de nieuwbouwplannen is onderzoek naar kabels en leidingen noodzakelijk.,Kabels en Leidingen: Vanwege de aanpassingen in de infrastructuur en de nieuwbouwplannen is onderzoek naar kabels en leidingen nodig.
14,Het ingenieursbureau van de gemeente Amsterdam kan informatie verschaffen over de aanwezigheid van Kabel en leidingen in het gebied.,Ons Ingenieursbureau kan informatie geven over de aanwezigheid van Kabel en leidingen in het gebied.
14,Er zal een Klic melding moeten worden gedaan naar de aanwezigheid van ondergrondse kabels en leidingen voordat met graafwerkzaamheden ten behoeve van de bouw wordt begonnen.,Er moet een Klic-melding komen naar de aanwezigheid van ondergrondse kabels en leidingen voordat de graafwerkzaamheden voor de bouw beginnen.
14,Daarnaast kan het zijn dat er woningen liggen in het invloedsgebied groepsrisico vanwege het LPG-tankstation.,Daarnaast kunnen er woningen liggen in het invloedsgebied groepsrisico vanwege het LPG-tankstation.
14,Net zoals de regelgeving voor geluid zal de regelgeving voor externe veiligheid veranderen onder de Ow.,Net zoals de regelgeving voor geluid zal de regelgeving voor externe veiligheid veranderen onder de Omgevingswet.
14,Hier moet rekening mee gehouden worden.,Hier moeten we rekening mee houden.
14,LIB (Luchthavenindelingsbesluit): Gezien de hoogte van de geplande bebouwing is het LIB geen belemmering.,LIB (Luchthavenindelingsbesluit): Door de hoogte van de geplande bebouwing is het LIB geen belemmering.
14,HGS: het plangebied voor de woningbouw Nelson Mandelapark is gelegen in de hoofdgroenstructuur.,HGS: het plangebied voor de woningbouw Nelson Mandelapark ligt in de hoofdgroenstructuur.
14,Afwijkingen van het bestemmingsplan dienen geaccordeerd te worden door de hoofdgroencommissie.,De hoofdgroencommissie moet dan wel akkoord gaan met afwijkingen van het bestemmingsplan .
14,Bedrijven en milieuzonering: Bij planvorming kan het noodzakelijk zijn om onderzoek uit te voeren naar het samengaan van toe te voegen gevoelige functies (zoals wonen) en bedrijvigheid.,Bedrijven en milieuzonering: Bij planvorming kan onderzoek nodig zijn naar het samengaan van toe te voegen gevoelige functies (zoals wonen) en bedrijvigheid.
14,Voor het plangebied dient onderzocht te worden welke milleu-inrichtingen aanwezig zijn.,Voor het plangebied moeten we onderzoeken welke milieu-inrichtingen er zijn.
14,Archeologie: Door BMA dient een archeologisch bureauonderzoek uitgevoerd te worden naar het plangebied.,Archeologie: Bureau Monumenten en Archeologie moet archeologisch bureauonderzoek uitvoeren naar het plangebied.
14,Dit onderzoek zal resulteren in een archeologische verwachtingskaart voor het gebied.,Dit onderzoek levert een archeologische verwachtingskaart op voor het gebied.
14,Ladder duurzame verstedelijking: Met de eerste aanvulling op het Barro is per 1 oktober 2012 is het Besluit ruimtelijke ordening (Bro) op enkele onderdelen gewijzigd.,Ladder duurzame verstedelijking: Met de eerste aanvulling op het Barro wijzigde vanaf 1 oktober 2012 het Besluit ruimtelijke ordening (Bro) op enkele onderdelen.
14,"In artikel 3.1.6, lid 2 Bro is nu voorgeschreven dat indien bij een bestemmingsplan ‘een nieuwe stedelijke ontwikkeling’ mogelijk wordt gemaakt, in de toelichting van het bestemmingsplan een verantwoording daarvan moet plaatsvinden, de zogenaamde ‘ladder voor duurzame stedelijke ontwikkeling’.","In artikel 3.1.6, lid 2 Bro staat nu dat als bij een bestemmingsplan ‘een nieuwe stedelijke ontwikkeling’ mogelijk wordt, er in de toelichting een verantwoording van het bestemmingsplan nodig is. Dat is de zogenaamde ‘ladder voor duurzame stedelijke ontwikkeling’."
14,In het ‘Besluit niet in betekenende mate bijdragen’ (Besluit NIBM) is een toets aan de grenswaarden niet nodig als een (klein) bouwproject niet of nauwelijks voor extra luchtverontreiniging zorgt; < 1500 woningen bij 1 ontsluitingsweg; < 3000 woningen bij 2 ontsluitingswegen.,Volgens het ‘Besluit niet in betekenende mate bijdragen’ (Besluit NIBM) is een toets aan de grenswaarden niet nodig als een (klein) bouwproject niet of nauwelijks voor extra luchtverontreiniging zorgt. Het gaat dan om < 1500 woningen bij 1 ontsluitingsweg en < 3000 woningen bij 2 ontsluitingswegen.
